Район_OSM,Населенный_пункт_OSM,place,lat_np,lon_np,population_osm,np_clean,osm_id
,Чирша,village,56.0864697,49.2169452,,чирша,way/182590199
,Чирши,hamlet,55.7065212,51.5109819,,чирши,way/71436576
,Чирючи,village,56.0388723,48.8535139,,чирючи,way/123455278
,Чистое Озеро,village,55.5947144,49.1009823,,чистое озеро,way/98586474
Чистопольский район,Чистополь,town,55.3640245,50.6292941,,чистополь,relation/1105478
Чистопольский район,Чистопольские Выселки,village,55.3333564,50.6584252,,чистопольские выселки,node/824095326
Пестречинский район,Чита,village,55.7269975,49.9086808,,чита,node/710137092
Актанышский район,Чишма,village,55.584126,54.0065655,,чишма,node/606106590
,Чишма-Баш,village,56.2983882,50.6414036,,чишма-баш,way/286589079
Актанышский район,Чишмабаш,hamlet,55.470409,53.9007844,,чишмабаш,node/606106135
,Чия-Тубя,hamlet,55.1989976,53.0010158,,чия-тубя,way/191694627
,Чиялек,hamlet,55.4830872,53.4562849,,чиялек,way/191046408
,Чиялетау,hamlet,54.4371788,51.9350119,,чиялетау,node/779202438
,Чубар-Абдуллово,village,55.0887578,52.8989717,,чубар-абдуллово,way/191556428
,Чубарово,hamlet,55.9886975,49.3424414,,чубарово,relation/19208667
,Чубуклы,village,55.195255,51.9333982,,чубуклы,way/61509445
,Чувашли,village,56.065876,49.0082583,,чувашли,way/96699272
Дрожжановский район,Чувашская Бездна,village,54.6781704,47.4438512,,чувашская бездна,way/281796704
,Чувашская Майна,village,55.0523352,50.5273731,535,чувашская майна,way/70262147
,Чувашская Менча,village,54.4622062,50.7405463,,чувашская менча,way/114548413
Новошешминский район,Чувашская Чебоксарка,village,55.0785693,50.8926603,362,чувашская чебоксарка,relation/10529113
Дрожжановский район,Чувашские Ишли,hamlet,54.7879971,47.4527505,,чувашские ишли,relation/3742090
Буинский район,Чувашские Кищаки,village,54.7771195,48.1688596,471,чувашские кищаки,relation/18282420
Буинский район,Чувашские Энтуганы,hamlet,54.915402,47.8514295,,чувашские энтуганы,relation/7840678
Алькеевский район,Чувашский Брод,village,54.7395958,50.0798105,,чувашский брод,node/847665487
Чистопольский район,Чувашский Елтан,village,55.0814945,50.6869968,393,чувашский елтан,way/70467629
,Чувашский Сарыкамыш,hamlet,54.7932981,48.385071,,чувашский сарыкамыш,way/121529691
Нурлатский район,Чувашский Тимерлек,village,54.6310475,50.2663076,,чувашский тимерлек,relation/19567538
,Чувашский Чикилдым,hamlet,54.7799207,48.4101981,,чувашский чикилдым,way/377792554
,Чувашское Афонькино,hamlet,54.7066188,51.708524,,чувашское афонькино,way/370819573
Алькеевский район,Чувашское Бурнаево,village,54.719371,49.8178568,456,чувашское бурнаево,relation/19858423
Дрожжановский район,Чувашское Дрожжаное,village,54.7084623,47.5255501,1143,чувашское дрожжаное,node/762005045
Аксубаевский район,Чувашское Енорускино,village,54.9079741,50.9655257,484,чувашское енорускино,way/72773731
,Чувашское Пимурзино,hamlet,54.7975216,48.2636429,,чувашское пимурзино,node/1359299621
,Чувашское Сиренькино,village,54.9292406,51.6879359,,чувашское сиренькино,way/73076795
,Чувашское Черепаново,hamlet,54.792051,48.4575818,,чувашское черепаново,way/106616791
Дрожжановский район,Чувашское Шаймурзино,hamlet,54.7584657,47.9730323,227,чувашское шаймурзино,node/762002118
Алькеевский район,Чувашское Шапкино,village,54.8190017,49.8001418,134,чувашское шапкино,relation/19891116
Актанышский район,Чуганак,hamlet,55.7411109,54.1237612,,чуганак,node/606106778
,Чукмарлы,village,55.2840266,52.4298618,,чукмарлы,way/190723031
,Чукри-Аланово,hamlet,55.3479422,48.4525356,,чукри-аланово,way/138195240
,Чулла,hamlet,55.0855152,48.6376092,,чулла,node/787061791
Мензелинский район,Чулпан,hamlet,55.5843247,53.0962238,,чулпан,node/593611686
,Чулпаниха,hamlet,55.5487703,48.4721345,,чулпаниха,way/227474072
Арский район,Чулпаново,village,56.0406013,49.8045876,,чулпаново,node/762133171
,Чулпыч,hamlet,55.9684716,50.2864439,,чулпыч,node/805045487
,Чулыгино,village,56.0793434,51.4532131,,чулыгино,way/279946900
,Чума-Елга,hamlet,56.1407794,50.1725647,,чума-елга,way/338397696
Черемшанский район,Чумачка,hamlet,54.7987301,51.7290357,,чумачка,node/852996628
,Чупаево,village,54.7964113,52.1344091,,чупаево,way/73269304
,Чупаевская сторона,locality,54.7999258,52.0995548,,чупаевская сторона,node/10769366641
Актанышский район,Чураево,hamlet,55.6377301,53.6574622,,чураево,node/606106377
Актанышский район,Чуракаево,village,55.4077774,53.8603538,,чуракаево,node/606106069
,Чураково,hamlet,54.9852245,48.2265791,,чураково,relation/2771172
,Чурашево,village,55.4581446,52.7996493,,чурашево,way/321462341
,Чурилино,hamlet,56.0428447,49.7399158,,чурилино,node/1075185643
,Чуру-Барышево,village,55.2276912,48.5847165,,чуру-барышево,way/92674491
,Чутай,village,56.5117129,50.5120953,,чутай,node/793966492
,Чутеево,village,55.2822917,47.7679098,,чутеево,way/113773116
,Чути,hamlet,54.6192399,52.1435718,,чути,node/779202610
,Чуткар,locality,56.134395,48.9704633,,чуткар,node/7839301941
,Чуча,hamlet,55.8329871,50.0140816,,чуча,way/121240487
Спасский район,Чэчэкле,village,54.6601148,49.5781947,,чэчэкле,way/68734847
Актанышский район,Шабизбаш,hamlet,55.6254281,53.7300257,,шабизбаш,node/607996612
,Шабызово,hamlet,55.765432,53.7508464,,шабызово,way/547463213
,Шадки,village,55.7194962,50.2058349,,шадки,way/98977275
,Шадчи,village,55.9241976,51.2742754,,шадчи,way/72747278
Буинский район,Шаймурзино,village,54.8047719,48.0987089,,шаймурзино,node/795825671
,Шайтаново,locality,55.8451448,52.3191261,,шайтаново,node/11360549610
,Шайчурино,hamlet,55.5862243,53.4794282,,шайчурино,way/191046409
,Шакшино,hamlet,55.3159645,51.6938761,,шакшино,node/779172037
,Шали,village,55.681223,49.6725082,,шали,relation/19205369
,Шалты,village,54.0959003,53.4516666,,шалты,way/193429442
Алексеевский район,Шама,village,54.9798237,50.4841244,,шама,way/70262132
,Шамаево,hamlet,54.3066493,53.3274749,,шамаево,way/60320343
,Шамбулыхчи,village,55.292037,48.4132605,,шамбулыхчи,node/761060871
,Шапканатау,locality,55.2014817,51.3521994,,шапканатау,node/10755556771
,Шапкино,hamlet,55.3032175,49.0364211,,шапкино,way/159207685
,Шапши,village,55.9508082,49.494723,,шапши,relation/18371528
,Шарай,hamlet,54.2554304,53.2847984,,шарай,way/60320085
Актанышский район,Шарипово,hamlet,55.7022014,53.9316572,,шарипово,node/606106574
,Шарлама,hamlet,54.9876637,52.5958813,,шарлама,way/73269475
Сармановский район,Шарлиарема,village,55.4094556,52.7337698,,шарлиарема,way/321462342
Тюлячинский район,Шармаши,village,55.8180643,50.249143,,шармаши,node/801852974
,Шаршада,village,56.0963873,53.021897,,шаршада,way/118968428
Новошешминский район,Шахмайкино,village,55.1520247,51.0725755,,шахмайкино,node/852772719
,Шегурча,hamlet,55.0627716,51.5399144,,шегурча,way/73076805
,Шека,village,56.3975006,49.8388882,,шека,way/204203244
,Шеканясь,hamlet,56.2290251,49.4321355,,шеканясь,way/121804521
,Шеланга,village,55.5333331,49.003551,,шеланга,way/56021836
,Шеморбаш,village,55.7317367,50.5974317,,шеморбаш,way/123111448
,Шемордан,village,56.1844331,50.3907144,,шемордан,way/401657645
,Шемяк,village,55.9131176,51.0199901,,шемяк,way/72608527
,Шемяково,hamlet,55.2091342,48.2414772,,шемяково,way/56019900
,Шепшенар,hamlet,55.9970261,50.773235,,шепшенар,way/285206445
Нижнекамский район,Шереметьевка,village,55.3834094,51.5507836,,шереметьевка,way/94814109
,Шестая Речка,hamlet,55.544855,50.6706111,,шестая речка,way/123003740
Рыбно-Слободский район,Шетнево-Тулуши,village,55.6036018,49.7931297,,шетнево-тулуши,node/806269039
,Шетнево-Черемышево,village,55.5929704,49.8807417,,шетнево-черемышево,way/123111444
,Шешминская Крепость,village,54.7390453,51.7491651,,шешминская крепость,way/396681121
